page,match,classification,suggested_fix,reason,context
44,250mg,ok,250 mg,정상 밀리그램 표기(ASCII).,인텔렌스정 고시 제2013-127호 13.9.1. 582 Famciclovir 250mg 경구제 팜비어정 250mg 등 고시 제2013-127호 13.9.1. 582 Ganciclovir 주사제 싸이메빈정주 등 고시 제20
45,5000IU,ok,5000 IU,정상 국제단위 표기.,"2013-127호 13.9.1. 633 Immunoglobulin anti-D(Rh) 600, 1500, 5000IU 주사제 윈로에스디에프주 고시 제2013-127호 13.9.1. 634 Immunoglobulin G, Hu"
46,250mg,ok,250 mg,정상 밀리그램 표기(ASCII).,"주사제 울토미리스주 등 고시 제2024-55호 24.4.1. 654 ✤ 641 항원충제 Atovaquone 250mg, Proguanil HCl 100mg 경구제 말라론정 고시 제2013-127호 13.9.1. 658 Me"
46,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,"55호 24.4.1. 654 ✤ 641 항원충제 Atovaquone 250mg, Proguanil HCl 100mg 경구제 말라론정 고시 제2013-127호 13.9.1. 658 Metronidazole 주사제 트리젤주 등"
46,β,ok,(그대로),그리스 문자 정상 검출.,"Eculizumab 주사제 솔리리스주 등 고시 제2024-55호 24.4.1. 640 Interferon β-1a 주사제 레비프프리필드주사, 레비도즈프리필드펜, 아보넥스주 등 고시 제2021-26호 21.2.1. 6"
46,β,ok,(그대로),그리스 문자 정상 검출.,", 레비도즈프리필드펜, 아보넥스주 등 고시 제2021-26호 21.2.1. 649 Peginterferon β-1a 주사제 플레그리디펜주 등 Interferon β-1b 베타페론주사 고시 제2021-26호 21.2.1"
46,β,ok,(그대로),그리스 문자 정상 검출.,26호 21.2.1. 649 Peginterferon β-1a 주사제 플레그리디펜주 등 Interferon β-1b 베타페론주사 고시 제2021-26호 21.2.1. 650 Interferon-γ 주사제 인터맥스감마주
46,γ,ok,(그대로),그리스 문자 정상 검출.,Interferon β-1b 베타페론주사 고시 제2021-26호 21.2.1. 650 Interferon-γ 주사제 인터맥스감마주 200만단위 고시 제2016-21호 16.2.1. 651 Natalizumab 주사제
50,5mg,ok,5 mg,정상 밀리그램 표기(ASCII).,"························· 481 5알파 환원효소 억제제 경구제 (finasteride 5mg, dutasteride 0.5mg) ······································"
50,0.5mg,ok,0.5 mg,정상 밀리그램 표기(ASCII).,"······· 481 5알파 환원효소 억제제 경구제 (finasteride 5mg, dutasteride 0.5mg) ··········································· 378 6-Mercapto"
50,3.5mg,ok,3.5 mg,정상 밀리그램 표기(ASCII).,······································· 524 Agalsidase alfa 3.5mg 주사제······························ 451 Agalsidase β 37mg 주사제
50,37mg,ok,37 mg,정상 밀리그램 표기(ASCII).,fa 3.5mg 주사제······························ 451 Agalsidase β 37mg 주사제··································· 452 Agomelatine 경구제·
50,25mg,ok,25 mg,정상 밀리그램 표기(ASCII).,사제············································· 454 Aspirin 25mg + Dipyridamole 200mg 경구제····· 294 Aspirin 경구제··············
50,200mg,ok,200 mg,정상 밀리그램 표기(ASCII).,··························· 454 Aspirin 25mg + Dipyridamole 200mg 경구제····· 294 Aspirin 경구제···································
50,250mg,ok,250 mg,정상 밀리그램 표기(ASCII).,"············································ 379 Atovaquone 250mg, Proguanil HCl 100mg 경구제 ··································"
50,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,"······················· 379 Atovaquone 250mg, Proguanil HCl 100mg 경구제 ·······················································"
50,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,·········································· 170 Balofloxacin 100mg ············································· 579 Baricitin
50,60mg,ok,60 mg,정상 밀리그램 표기(ASCII).,······················· 189 BDDE bridged sodium hyaluronate 60mg 주사제··· 463 Beclometasone dipropionate + Formoterol fumarate
50,β,ok,(그대로),그리스 문자 정상 검출.,alfa 3.5mg 주사제······························ 451 Agalsidase β 37mg 주사제··································· 452 Agomelatine
50,α,ok,(그대로),그리스 문자 정상 검출.,··········································· 275 Alprostadil α-cyclodextrin 주사제·························· 289 Alprostadil
51,2.3mg,ok,2.3 mg,정상 밀리그램 표기(ASCII).,경구제···························· 464 Budesonide (micronized) 2.3mg 제제·················· 359 Buprenorphine 패취제 ················
51,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,패취제 ········································· 387 Bupropion 100mg 경구제···································· 130 Bupropion HCl 1
51,150mg,ok,150 mg,정상 밀리그램 표기(ASCII).,g 경구제···································· 130 Bupropion HCl 150mg 경구제····························· 130 Burosumab 주사제·········
51,433.64mg,ok,433.64 mg,정상 밀리그램 표기(ASCII).,·································· 581 Darunavir ethanolate 433.64mg 경구제··············· 580 Darunavir ethanolate 650.46mg 경구제···
51,650.46mg,ok,650.46 mg,정상 밀리그램 표기(ASCII).,nolate 433.64mg 경구제··············· 580 Darunavir ethanolate 650.46mg 경구제··············· 581 Deferasirox 경구제·····················
51,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,"······································· 263 Doxycycline 50, 100mg 제제······························· 563 Doxycycline hyclate 2"
51,20mg,ok,20 mg,정상 밀리그램 표기(ASCII).,g 제제······························· 563 Doxycycline hyclate 20mg 경구제························ 326
52,0.5mg,ok,0.5 mg,정상 밀리그램 표기(ASCII).,"··········································· 195 dutasteride 0.5mg, tamsulosin hydrochloride 0.4mg 복합경구제·····················"
52,0.4mg,ok,0.4 mg,정상 밀리그램 표기(ASCII).,"··········· 195 dutasteride 0.5mg, tamsulosin hydrochloride 0.4mg 복합경구제·····················································"
52,14mg,ok,14 mg,정상 밀리그램 표기(ASCII).,······················· 379 E.Coli strain Nissle 1917 동결건조물 14mg 경구제·· 338 Eculizumab 주사제···································
52,5mg,ok,5 mg,정상 밀리그램 표기(ASCII).,제······································ 470 Elosulfase alfa 5mg 주사제·································· 457 Eltrombopag olami
52,250mg,ok,250 mg,정상 밀리그램 표기(ASCII).,e+Fenofibrate 복합경구제························ 282 Famciclovir 250mg 경구제···································· 582 Famotidine ····
52,α,ok,(그대로),그리스 문자 정상 검출.,··········································· 135 Follitropin-α + lutropin α(r-hLH) 복합주사제········· 370 Fondaparinux sodium
52,α,ok,(그대로),그리스 문자 정상 검출.,······························ 135 Follitropin-α + lutropin α(r-hLH) 복합주사제········· 370 Fondaparinux sodium 주사제··········
53,12.5mg,ok,12.5 mg,정상 밀리그램 표기(ASCII).,············································· 135 Imiquimod 12.5mg 외용제··································· 390 Immunoglobulin a
53,200mg,ok,200 mg,정상 밀리그램 표기(ASCII).,······························· 651 Iron acetyl-transferrin 200mg 경구제··················· 398 Irsogladine maleate 경구제·········
53,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,············································ 334 Lamivudine 100mg 경구제··································· 446 Lamotrigine 경구제·
53,25mg,ok,25 mg,정상 밀리그램 표기(ASCII).,··································· 120 Levobupivacaine HCl 25mg 주사제······················ 169 Levofloxacin 경구제·············
53,60mg,ok,60 mg,정상 밀리그램 표기(ASCII).,····································· 282 Loxoprofen sodium 60mg 경구제························ 125 Lung surfactant (폐계면활성제) 주사
53,5000IU,ok,5000 IU,정상 국제단위 표기.,"·················· 390 Immunoglobulin anti-D(Rh) 600, 1500, 5000IU 주사제·······················································"
53,α,ok,(그대로),그리스 문자 정상 검출.,············································ 535 Interferon α-2a 주사제·········································· 486 Interf
53,α,ok,(그대로),그리스 문자 정상 검출.,사제·········································· 486 Interferon α-2b 주사제········································· 488 Interfe
53,β,ok,(그대로),그리스 문자 정상 검출.,주사제········································· 488 Interferon β-1a 주사제·········································· 649 Interf
53,β,ok,(그대로),그리스 문자 정상 검출.,사제·········································· 649 Interferon β-1b ····················································· 65
53,γ,ok,(그대로),그리스 문자 정상 검출.,············································ 650 Interferon-γ 주사제··············································· 651 Iron
53,α,ok,(그대로),그리스 문자 정상 검출.,············································· 387 Limaprost α-cyclodextrin 경구제··························· 298 Linezolid 2
53,β,ok,(그대로),그리스 문자 정상 검출.,··················· 125 Methoxy polyethylene glycol-epoetin β 주사제···· 373
54,200mg,ok,200 mg,정상 밀리그램 표기(ASCII).,HCl 주사제····································· 492 Modafinil 200mg 경구제······································ 154 Montelukast 경
54,5mg,ok,5 mg,정상 밀리그램 표기(ASCII).,"ate 경구제···································· 593 Nicergoline 5mg, 10mg 경구제···························· 300 Nicorandil 주사제···"
54,10mg,ok,10 mg,정상 밀리그램 표기(ASCII).,"구제···································· 593 Nicergoline 5mg, 10mg 경구제···························· 300 Nicorandil 주사제·········"
54,β,ok,(그대로),그리스 문자 정상 검출.,fa-2a 주사제································ 652 Peginterferon β-1a 주사제···································· 649 Pegvisomant
55,800mg,ok,800 mg,정상 밀리그램 표기(ASCII).,"··································· 137 Sevelamer carbonate 800mg 경구제···················· 301 Sevelamer HCl 400mg, 800mg 경구제·"
55,400mg,ok,400 mg,정상 밀리그램 표기(ASCII).,"r carbonate 800mg 경구제···················· 301 Sevelamer HCl 400mg, 800mg 경구제················ 301 Sildenafil 경구제··············"
55,800mg,ok,800 mg,정상 밀리그램 표기(ASCII).,"nate 800mg 경구제···················· 301 Sevelamer HCl 400mg, 800mg 경구제················ 301 Sildenafil 경구제·····················"
55,18mg,ok,18 mg,정상 밀리그램 표기(ASCII).,"te, D-sorbitol 복합 제제················ 337 Sodium hyaluronate 18mg/10ml 외용제·············· 177 Sodium hyaluronate 20mg 주사제·····"
55,20mg,ok,20 mg,정상 밀리그램 표기(ASCII).,luronate 18mg/10ml 외용제·············· 177 Sodium hyaluronate 20mg 주사제······················· 475 Sodium hyaluronate 25mg 주사제·
55,25mg,ok,25 mg,정상 밀리그램 표기(ASCII).,nate 20mg 주사제······················· 475 Sodium hyaluronate 25mg 주사제······················· 476 Sodium ozagrel 주사제··········
55,5ml,ok,5 mL,정상 밀리리터 표기.,······································· 654 Rebamipide 0.1g/5ml 외용제······························· 177 Recombinant blood co
55,10ml,ok,10 mL,정상 밀리리터 표기.,-sorbitol 복합 제제················ 337 Sodium hyaluronate 18mg/10ml 외용제·············· 177 Sodium hyaluronate 20mg 주사제··········
55,105 IU,ok,105 IU,정상 국제단위 표기.,·· 434 Recombinant human epidermal growth factor 500mcg (6×105 IU) 외용제······························· 384 Remifentanil 주사제···
55,α,ok,(그대로),그리스 문자 정상 검출.,"·· 433 Recombinant blood coagulation factor Ⅷ, Rurioctocog α pegol 주사제······························ 434 Recombinant blo"
55,α,ok,(그대로),그리스 문자 정상 검출.,"gulation factor Ⅸ, albumun fusion protein Albutrepenonacog α 주사제······ 436 Recombinant blood coagulation factor Ⅸ-Fc fus"
55,α,ok,(그대로),그리스 문자 정상 검출.,blood coagulation factor Ⅸ-Fc fusion protein Eftrenonacog α 주사제························· 437 Recombinant blood coagulat
55,α,ok,(그대로),그리스 문자 정상 검출.,ood coagulation factor VIII-Fc fusion protein Efmoroctocog α 주사제························ 434 Recombinant human epidermal
56,1mg,ok,1 mg,정상 밀리그램 표기(ASCII).,"·········································· 135 Treprostinil 1mg/mL, 2.5mg/mL, 5mg/mL 주사제·· 269 Triamcinolone acetonide 주사제"
56,2.5mg,ok,2.5 mg,정상 밀리그램 표기(ASCII).,"·································· 135 Treprostinil 1mg/mL, 2.5mg/mL, 5mg/mL 주사제·· 269 Triamcinolone acetonide 주사제··········"
56,5mg,ok,5 mg,정상 밀리그램 표기(ASCII).,"······················· 135 Treprostinil 1mg/mL, 2.5mg/mL, 5mg/mL 주사제·· 269 Triamcinolone acetonide 주사제···················"
56,5mg,ok,5 mg,정상 밀리그램 표기(ASCII).,경구제···································· 271 Zoledronic acid 5mg/100ml 주사제······················ 478 α-Keto-DL-isoleucine ca
56,100ml,ok,100 mL,정상 밀리리터 표기.,··································· 271 Zoledronic acid 5mg/100ml 주사제······················ 478 α-Keto-DL-isoleucine calcium
56,α,ok,(그대로),그리스 문자 정상 검출.,271 Zoledronic acid 5mg/100ml 주사제······················ 478 α-Keto-DL-isoleucine calcium 67.0mg외 9종 경구제 ·················
56,α,ok,(그대로),그리스 문자 정상 검출.,······················································· 403 α-lipoic acid(또는 Thioctic acid)경구제·················· 480 가글 용
57,300mg,ok,300 mg,정상 밀리그램 표기(ASCII).,························ 509 자오가·우슬·방풍·두충·구척·흑두 건조엑스(20→1) 300mg ···························································
60,2mg,ok,2 mg,정상 밀리그램 표기(ASCII).,"❘ 53 ❘ 가스론엔정 2mg 등, 4mg ····································· 333 가스터주 등····"
60,4mg,ok,4 mg,정상 밀리그램 표기(ASCII).,"❘ 53 ❘ 가스론엔정 2mg 등, 4mg ····································· 333 가스터주 등···········"
60,500mg,ok,500 mg,정상 밀리그램 표기(ASCII).,················································· 307 네폭실캡슐 500mg ················································ 295 넥스비아자임
60,50mg,ok,50 mg,정상 밀리그램 표기(ASCII).,·················································· 326 델티바정 50mg ····················································· 575 도
60,200mg,ok,200 mg,정상 밀리그램 표기(ASCII).,················································ 408 도브프렐라정 200mg ············································· 576 도파체크주사···
61,10mg,ok,10 mg,정상 밀리그램 표기(ASCII).,알트리스 나잘스프레이액····································· 183 리오레살주 10mg/5mL ·········································· 170 리팜핀정 등··
61,2.5mg,ok,2.5 mg,정상 밀리그램 표기(ASCII).,················································· 603 베르쿠보정 2.5mg 등············································ 304 베시케어정 등··
61,5mL,ok,5 mL,정상 밀리리터 표기.,나잘스프레이액····································· 183 리오레살주 10mg/5mL ·········································· 170 리팜핀정 등······
61,75IU,ok,75 IU,정상 국제단위 표기.,················································· 562 루베리스주 75IU ···················································· 371 루센
62,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,롬이디티에이주사·········································· 505 서튜러정 100mg ··················································· 574 서팩텐
62,45mg,ok,45 mg,정상 밀리그램 표기(ASCII).,드세레텍주 등····································· 505 스텔라라 프리필드주 45mg 등······························· 246 스토가정10mg 등············
62,40mg,ok,40 mg,정상 밀리그램 표기(ASCII).,················································· 143 스트렌식주 40mg/mL 등······································· 454 스티렌정 등·····
62,200mg,ok,200 mg,정상 밀리그램 표기(ASCII).,"······ 595 시노비안주, 하이히알원스주, 하이알원샷주··············· 463 시벡스트로정 200mg 등········································ 554 시빈코정 50,100,2"
63,24mg,ok,24 mg,정상 밀리그램 표기(ASCII).,필드시린지주······································· 166 엔젤라프리필드펜주 24mg 등································· 343 엔커버액 등··············
63,250 IU,ok,250 IU,정상 국제단위 표기.,·· 126 아스피린 프로텍트정 100밀리그람 등····················· 292 아이델비온주 250 IU 등········································ 436 아이벡스프로글리셈현탁액·
63,5000IU,ok,5000 IU,정상 국제단위 표기.,로글리셈현탁액······································· 469 아이브이에프씨주 5000IU 등································· 367 아이브이에프엠 에이치피주 등·····
63,75IU,ok,75 IU,정상 국제단위 표기.,이브이에프엠 에이치피주 등································ 372 아이브이에프엠주 75IU 등····································· 372 아이비글로불린에스엔주 등···
63,250 IU,ok,250 IU,정상 국제단위 표기.,알푸로덱스주 20마이크로그램································· 289 알프로릭스주 250 IU 등········································ 437 애드베이트주 등·····
63,250 IU,ok,250 IU,정상 국제단위 표기.,··············································· 433 애디노베이트주 250 IU 등····································· 434 액토스정 등··········
63,250 IU,ok,250 IU,정상 국제단위 표기.,················································· 308 앱스틸라주 250 IU 등··········································· 434 얄액 등······
63,250 IU,ok,250 IU,정상 국제단위 표기.,················································ 458 엘록테이트주 250 IU 등········································ 434 엘리델크림 1% ····
64,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,············································· 568 이노베론필름코팅정 100mg 등······························· 121 이달비정 20밀리그램 등·········
64,30mg,ok,30 mg,정상 밀리그램 표기(ASCII).,·················································· 219 카나브정 30mg 등················································ 263 카나쿨린정
64,500 IU,ok,500 IU,정상 국제단위 표기.,유 주 등·············································· 481 지비주 500 IU 등················································· 422 지셀레카
65,0.1mg,ok,0.1 mg,정상 밀리그램 표기(ASCII).,················································ 403 켑베이서방정 0.1mg ·············································· 144 코리트산 등··
65,20mg,ok,20 mg,정상 밀리그램 표기(ASCII).,U 등··········································· 620 코팍손프리필드주 20mg/1ml 등····························· 152 콘드론·················
65,250mg,ok,250 mg,정상 밀리그램 표기(ASCII).,············································ 464 클래리시드필름코팅정 250mg 등··························· 570 클로스원캡슐 등··················
65,5mg,ok,5 mg,정상 밀리그램 표기(ASCII).,············································ 402 클리퍼지속성 장용정 5mg ······································ 338 키너렛주············
65,25mg,ok,25 mg,정상 밀리그램 표기(ASCII).,리필드시린지주 등········································ 209 태준답손정 25mg 등············································· 577 테그레톨정 등·
65,4mg,ok,4 mg,정상 밀리그램 표기(ASCII).,"··············································· 145 토비애즈서방정 4mg, 8mg ···································· 380 튜베르쿨린피피디알티23에"
65,8mg,ok,8 mg,정상 밀리그램 표기(ASCII).,"·········································· 145 토비애즈서방정 4mg, 8mg ···································· 380 튜베르쿨린피피디알티23에스에스아이"
65,4mg,ok,4 mg,정상 밀리그램 표기(ASCII).,················································ 600 트루패스캡슐 4mg 등············································ 381 트리암시놀론주 등
65,250mg,ok,250 mg,정상 밀리그램 표기(ASCII).,·················································· 464 팜비어정 250mg 등·············································· 582 패스터텍주··
65,1ml,ok,1 mL,정상 밀리리터 표기.,········································· 620 코팍손프리필드주 20mg/1ml 등····························· 152 콘드론·····················
66,400mg,ok,400 mg,정상 밀리그램 표기(ASCII).,················································ 581 프레지스타정 400mg ············································· 580 프레지스타정 60
66,600mg,ok,600 mg,정상 밀리그램 표기(ASCII).,mg ············································· 580 프레지스타정 600mg ············································· 581 프레탈정 등···
66,30mg,ok,30 mg,정상 밀리그램 표기(ASCII).,·············································· 326 헴리브라피하주사 30mg 등···································· 426 화이자펜타미딘이세티온산염주 30
66,300mg,ok,300 mg,정상 밀리그램 표기(ASCII).,mg 등···································· 426 화이자펜타미딘이세티온산염주 300mg ···················· 564 후락시파린주 등··························
69,000IU,ok,000 IU,정상 국제단위 표기.,"래 - 가. 초치료 시 1) 대상환자 가) HBeAg(+)로서 HBV-DNA≥20,000IU/mL 이거나 또는, HBeAg(-)로서 HBV-DNA≥ 2,000IU/mL인 만성활동성 B형간염 환자에서"
69,000IU,ok,000 IU,정상 국제단위 표기.,"BeAg(+)로서 HBV-DNA≥20,000IU/mL 이거나 또는, HBeAg(-)로서 HBV-DNA≥ 2,000IU/mL인 만성활동성 B형간염 환자에서 (1) AST(Aspartate Transaminase)"
70,0.5mg,ok,0.5 mg,정상 밀리그램 표기(ASCII).,"여방법 가) Lamivudine, Clevudine, Telbivudine, Entecavir 0.5mg, Adefovir, Tenofovir disoproxil, Tenofovir alafenamide, Be"
71,1mg,ok,1 mg,정상 밀리그램 표기(ASCII).,에서 10배 이상 증가한 경우 2) 투여방법 내성 약제 치료약제 단독요법 병용요법 entecavir 1mg tenofovir disoproxil 또는 tenofovir alafenamide (lamivudine
71,0.5mg,ok,0.5 mg,정상 밀리그램 표기(ASCII).,ivudine) + (adefovir 또는 tenofovir disoproxil) entecavir 0.5mg + (adefovir 또는 tenofovir disoproxil) entecavir 1mg + (a
71,1mg,ok,1 mg,정상 밀리그램 표기(ASCII).,r 0.5mg + (adefovir 또는 tenofovir disoproxil) entecavir 1mg + (adefovir 또는 tenofovir disoproxil) 단 독 내 성 lamivudine
71,0.5mg,ok,0.5 mg,정상 밀리그램 표기(ASCII).,bivudine 인정 인정 인정 adefovir 인정 인정 인정 인정 다 약 제 내 성 entecavir 0.5mg 인정 인정 entecavir 1mg 인정 인정 adefovir 인정 인정주 인정
71,1mg,ok,1 mg,정상 밀리그램 표기(ASCII).,vir 인정 인정 인정 인정 다 약 제 내 성 entecavir 0.5mg 인정 인정 entecavir 1mg 인정 인정 adefovir 인정 인정주 인정
72,0.5mg,ok,0.5 mg,정상 밀리그램 표기(ASCII).,"간이식을 받은 환자: Lamivudine, Clevudine, Telbivudine, Entecavir 0.5mg, Adefovir, Tenofovir disoproxil 경구제 중 1종"
72,60mL,ok,60 mL,정상 밀리리터 표기.,ivudine: 만 16세 이상 2) Clevudine: 만 18세 이상. 크레아티닌 클리어런스가 60mL/분 미만인 환자는 금기임. 3) Entecavir: 만 2세 이상 4) Adefovir: 만
73,1mg,ok,1 mg,정상 밀리그램 표기(ASCII).,"없거나 적절하지 않은 경우에 한하며, 투여소견서를 첨부하여야 함) 나. 간이식 전에 Entecavir 1mg, Adefovir 또는 Tenofovir disoproxil를 투여 받은 환자로서 B형 간염으로 간이식을"
73,1mg,ok,1 mg,정상 밀리그램 표기(ASCII).,"ofovir disoproxil를 투여 받은 환자로서 B형 간염으로 간이식을 받은 환자: Entecavir 1mg, Adefovir, Tenofovir disoproxil 경구제 중 1종 - 단, 가. 초치료"
75,"000 
IU",ok,000 IU,정상 국제단위 표기.,"세부인정기준 및 방법 가. 투여대상 ○ HBsAg(+)인 임산부로서 HBV-DNA ≥ 200,000 IU/mL인 경우 나. 투여방법 1) 투여용량: Tenofovir disoproxil 300mg를"
78,90mg,ok,90 mg,정상 밀리그램 표기(ASCII).,"가지고 있는 환자 바. Ticagrelor와 Aspirin의 병용요법 1) Ticagrelor 90mg, Aspirin 병용 가) 투여대상: 급성관상동맥증후군 나) 투여기간: 1년 이내"
78,60mg,ok,60 mg,정상 밀리그램 표기(ASCII).,"가) 투여대상: 급성관상동맥증후군 나) 투여기간: 1년 이내 2) Ticagrelor 60mg, Aspirin 병용 가) 투여대상 심근경색 발병 이후 Aspirin과 ADP 수용체 저해제 (t"
80,160 mg,ok,160 mg,정상 밀리그램 표기(ASCII).,고저밀도지단백콜레스테롤(LDL-C)혈증 1) 투여대상 가) 위험요인*이 0∼1개인 경우: 혈중 LDL-C≥160 mg/dL일 때 나) 위험요인*이 2개 이상인 경우: 혈중 LDL-C≥130 mg/dL일 때 다) 관상동맥질환
80,130 mg,ok,130 mg,정상 밀리그램 표기(ASCII).,"인 경우: 혈중 LDL-C≥160 mg/dL일 때 나) 위험요인*이 2개 이상인 경우: 혈중 LDL-C≥130 mg/dL일 때 다) 관상동맥질환 또는 이에 준하는 위험(말초 동맥질환, 복부대동맥류, 증상이 동반된"
81,100 mg,ok,100 mg,정상 밀리그램 표기(ASCII).,"❘ 74 ❘ 구 분 세부인정기준 및 방법 경동맥질환, 당뇨병)인 경우: 혈중 LDL-C≥ 100 mg/dL일 때 라) 급성 관동맥 증후군인 경우: 혈중 LDL-C≥70 mg/dL일 때 2) 해당 약제: HM"
81,70 mg,ok,70 mg,정상 밀리그램 표기(ASCII).,"병)인 경우: 혈중 LDL-C≥ 100 mg/dL일 때 라) 급성 관동맥 증후군인 경우: 혈중 LDL-C≥70 mg/dL일 때 2) 해당 약제: HMG-CoA 환원효소억제제, 담즙산 제거제, Fibrate계열 약제 중 1종"
81,500 mg,ok,500 mg,정상 밀리그램 표기(ASCII).,"제, Fibrate계열 약제 중 1종 나. 순수 고트리글리세라이드(TG)혈증 1) 투여대상 가) 혈중 TG≥500 mg/dL일 때 나) 위험요인*또는 당뇨병이 있는 경우: 혈중 TG≥200 mg/dL일 때 2) 해당 약제:"
81,200 mg,ok,200 mg,정상 밀리그램 표기(ASCII).,"1) 투여대상 가) 혈중 TG≥500 mg/dL일 때 나) 위험요인*또는 당뇨병이 있는 경우: 혈중 TG≥200 mg/dL일 때 2) 해당 약제: Fibrate 계열, Niacin 계열 중 1종 다. 고LDL-C 및 고TG혈"
81,40 mg,ok,40 mg,정상 밀리그램 표기(ASCII).,"② 고혈압(BP≥140/90 mmHg 또는 항고혈압제 복용) ③ 낮은 고밀도지단백콜레스테롤(HDL-C)(<40 mg/dL) ④ 관상동맥질환 조기 발병의 가족력(부모, 형제자매 중 남자<55세, 여자<65세에서 관상동맥질환"
81,60 mg,ok,60 mg,정상 밀리그램 표기(ASCII).,", 여자<65세에서 관상동맥질환이 발병한 경우) ⑤ 연령(남자≥45세, 여자≥55세) ※ HDL-C≥60 mg/dL은 보호인자로 간주하여 총 위험 요인 수에서 하나를 감한다. (고시 제2014-34호, ʼ14.3.1."
82,α,ok,(그대로),그리스 문자 정상 검출.,"아니하며, 타당한 사유 기재 시 사례별로 인정함. - 다 음 - 가) Diuretic + α Blocker 나) β Blocker + ACE inhibitor 다) β Block"
82,β,ok,(그대로),그리스 문자 정상 검출.,사례별로 인정함. - 다 음 - 가) Diuretic + α Blocker 나) β Blocker + ACE inhibitor 다) β Blocker + Angiotensin Ⅱ
82,β,ok,(그대로),그리스 문자 정상 검출.,tic + α Blocker 나) β Blocker + ACE inhibitor 다) β Blocker + Angiotensin Ⅱ receptor antagonist 라) ACE i
85,450mg,ok,450 mg,정상 밀리그램 표기(ASCII).,ciferol 복합제 나. 투여대상 6개월 이내에 최소 90일을 초과하여 prednisolone을 총 450mg 이상(또는 그에 상응하는 글루코코르티코이드 약제 용량)을 투여받은 환자로서 1) 폐경 후 여성 및
91,126mg,ok,126 mg,정상 밀리그램 표기(ASCII).,❘ 84 ❘ 구 분 세부인정기준 및 방법 나) 공복혈장혈당 ≥ 126mg/dl 다) 당뇨의 전형적인 증상과 임의혈장혈당 ≥ 200mg/dl 라) 75g 경구당부하
91,200mg,ok,200 mg,정상 밀리그램 표기(ASCII).,방법 나) 공복혈장혈당 ≥ 126mg/dl 다) 당뇨의 전형적인 증상과 임의혈장혈당 ≥ 200mg/dl 라) 75g 경구당부하검사 후 2시간 혈장혈당 ≥ 200mg/dl 2) 병용요법
91,200mg,ok,200 mg,정상 밀리그램 표기(ASCII).,전형적인 증상과 임의혈장혈당 ≥ 200mg/dl 라) 75g 경구당부하검사 후 2시간 혈장혈당 ≥ 200mg/dl 2) 병용요법 가) 2제요법 (1) 단독요법으로 2-4개월 이상 투약해도
91,130mg,ok,130 mg,정상 밀리그램 표기(ASCII).,인정함. - 다 음 - (가) HbA1C ≥7.0% (나) 공복혈당 ≥130mg/dl (다) 식후혈당 ≥180mg/dl (2) HbA1C ≥7.5% 경우에는
91,180mg,ok,180 mg,정상 밀리그램 표기(ASCII).,HbA1C ≥7.0% (나) 공복혈당 ≥130mg/dl (다) 식후혈당 ≥180mg/dl (2) HbA1C ≥7.5% 경우에는 Metformin을 포함한 2제 요법을 처음부터
91,α,ok,(그대로),그리스 문자 정상 검출.,(3) 인정 가능 2제 요법 구 분 Metformin Sulfonylurea Meglitinide α-glucosidase inhibitor Thiazoli- dinedione DPP-IV inhibito
91,α,ok,(그대로),그리스 문자 정상 검출.,정 Sulfonylurea 인정 인정 인정 인정 인정 인정 인정 인정 Meglitinide 인정 인정 인정 α-glucosidase inhibitor 인정 인정 인정 Thiazoli- dinedione 인정 인정 인정
94,6mg,ok,6 mg,정상 밀리그램 표기(ASCII).,가 부담토록 함. - 다 음 - 1) Repaglinide 경구제(복합제 포함): 1일 최대 6mg 2) Pioglitazone 경구제(복합제 포함): 1일 최대 30mg 3) Metformi
94,30mg,ok,30 mg,정상 밀리그램 표기(ASCII).,제(복합제 포함): 1일 최대 6mg 2) Pioglitazone 경구제(복합제 포함): 1일 최대 30mg 3) Metformin 성분이 포함된 복합제에 Metformin 단일제 추가 투여 시(복합제 용량
94,550mg,ok,550 mg,정상 밀리그램 표기(ASCII).,"합제에 Metformin 단일제 추가 투여 시(복합제 용량 포함) 가) 일반형: 1일 최대 2,550mg 나) 서방형: 1일 최대 2,000mg 다) 일반형과 서방형 병용: 1일 최대 2,5"
94,000mg,ok,000 mg,정상 밀리그램 표기(ASCII).,"합제 용량 포함) 가) 일반형: 1일 최대 2,550mg 나) 서방형: 1일 최대 2,000mg 다) 일반형과 서방형 병용: 1일 최대 2,550mg까지 인정하나, 서방형을 2,000mg까지"
94,8mg,ok,8 mg,정상 밀리그램 표기(ASCII).,성분이 포함된 복합제에 Glimepiride 단일제 추가투여 시: 복합제 내 함량을 포함하여 1일 최대 8mg
95,α,ok,(그대로),그리스 문자 정상 검출.,"nide계 Mitiglinide calcium hydrate, Nateglinide, Repaglinide α-glucosidase inhibitor계Acarbose, Miglitol, Voglibose Thiazol"
