sheet,row,column,value,char_count,codepoints
Sheet1,349,약제분류명,기타의 비뇨생식기관 및 항문용약,14,U+AD00×1;U+AE30×2;U+B1E8×1;U+BB38×1;U+BC0F×1;U+BE44×1;U+C0DD×1;U+C2DD×1;U+C57D×1;U+C6A9×1;U+C758×1;U+D0C0×1;U+D56D×1
Sheet1,349,구분,Solifenacin 경구제 (품명 : 베시케어정 등),11,U+ACBD×1;U+AD6C×1;U+B4F1×1;U+BA85×1;U+BCA0×1;U+C2DC×1;U+C5B4×1;U+C815×1;U+C81C×1;U+CF00×1;U+D488×1
Sheet1,349,세부인정기준 및 방법,"허가사항 범위(절박성 뇨실금, 빈뇨, 요절박과 같은 과민성 방광 증상의 치료) 내에서 투여 시 요양급여를 인정함. (고시 제2016-223호, '16.12.1.)",48,U+AC00×1;U+AC19×1;U+ACE0×1;U+ACFC×2;U+AD11×1;U+AE08×1;U+AE09×1;U+B0B4×1;U+B1E8×2;U+B8CC×1;U+B97C×1;U+BBFC×1;U+BC15×2;U+BC29×1;U+BC94×1;U+BE48×1;U+C0AC×1;U+C0C1×1;U+C11C×1;U+C131×2;U+C2DC×2;U+C2E4×1;U+C591×1;U+C5D0×1;U+C5EC×2;U+C694×2;U+C704×1;U+C740×1;U+C758×1;U+C778×1;U+C808×2;U+C815×1;U+C81C×1;U+C99D×1;U+CE58×1;U+D22C×1;U+D568×1;U+D56D×1;U+D5C8×1;U+D638×1
Sheet1,350,약제분류명,기타의 비뇨생식기관 및 항문용약,14,U+AD00×1;U+AE30×2;U+B1E8×1;U+BB38×1;U+BC0F×1;U+BE44×1;U+C0DD×1;U+C2DD×1;U+C57D×1;U+C6A9×1;U+C758×1;U+D0C0×1;U+D56D×1
Sheet1,350,구분,Tamsulosin HCl 경구제 (품명 : 보령염산탐스로신캡슐0 .2밀리그람 등),20,U+ACBD×1;U+AD6C×1;U+ADF8×1;U+B4F1×1;U+B78C×1;U+B839×1;U+B85C×1;U+B9AC×1;U+BA85×1;U+BC00×1;U+BCF4×1;U+C0B0×1;U+C290×1;U+C2A4×1;U+C2E0×1;U+C5FC×1;U+C81C×1;U+CEA1×1;U+D0D0×1;U+D488×1
Sheet1,350,세부인정기준 및 방법,"1. 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 허가사항 범위(효능·효과 등)를 초과하여 신경인성방광 에도 요양급여를 인정함. (고시 제2013-127호, '13.9.1.)",60,U+00B7×1;U+AC00×2;U+ACBD×1;U+ACE0×1;U+ACFC×2;U+AD11×1;U+AE09×2;U+B0B4×1;U+B2A5×1;U+B3C4×1;U+B4F1×1;U+B85C×1;U+B97C×2;U+BC29×1;U+BC94×2;U+C0AC×2;U+C11C×1;U+C131×1;U+C2DC×2;U+C2E0×1;U+C591×2;U+C5D0×2;U+C5EC×4;U+C694×2;U+C6D0×1;U+C704×2;U+C73C×1;U+C744×1;U+C778×2;U+C815×1;U+C81C×1;U+CD08×1;U+CE59×1;U+D22C×1;U+D558×1;U+D568×3;U+D56D×2;U+D5C8×2;U+D638×1;U+D6A8×2
Sheet1,351,약제분류명,기타의 비뇨생식기관 및 항문용약,14,U+AD00×1;U+AE30×2;U+B1E8×1;U+BB38×1;U+BC0F×1;U+BE44×1;U+C0DD×1;U+C2DD×1;U+C57D×1;U+C6A9×1;U+C758×1;U+D0C0×1;U+D56D×1
Sheet1,351,구분,Terazosin HCl 경구제 (품명 : 일양하이트린정 등),13,U+ACBD×1;U+AD6C×1;U+B4F1×1;U+B9B0×1;U+BA85×1;U+C591×1;U+C774×1;U+C77C×1;U+C815×1;U+C81C×1;U+D2B8×1;U+D488×1;U+D558×1
Sheet1,351,세부인정기준 및 방법,"허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 하며, 허가사항 범위(효능·효과 등)를 초과하여 '신경인성 방광'에 투여 시에도 요양급여를 인정함. (고시 제2017-193호, '17.11.1.)",65,U+00B7×1;U+AC00×2;U+ACBD×1;U+ACE0×1;U+ACFC×2;U+AD11×1;U+AE09×2;U+B0B4×1;U+B2A5×1;U+B3C4×1;U+B4F1×1;U+B85C×1;U+B97C×2;U+BA70×1;U+BC29×1;U+BC94×2;U+C0AC×2;U+C11C×1;U+C131×1;U+C2DC×3;U+C2E0×1;U+C591×2;U+C5D0×3;U+C5EC×5;U+C694×2;U+C6D0×1;U+C704×2;U+C73C×1;U+C744×1;U+C778×2;U+C815×1;U+C81C×1;U+CD08×1;U+CE59×1;U+D22C×2;U+D558×2;U+D568×2;U+D56D×2;U+D5C8×2;U+D638×1;U+D6A8×2
Sheet1,352,약제분류명,기타의 비뇨생식기관 및 항문용약,14,U+AD00×1;U+AE30×2;U+B1E8×1;U+BB38×1;U+BC0F×1;U+BE44×1;U+C0DD×1;U+C2DD×1;U+C57D×1;U+C6A9×1;U+C758×1;U+D0C0×1;U+D56D×1
Sheet1,352,구분,Tolterodine 경구제 (품명 : 디트루시톨정 등),12,U+ACBD×1;U+AD6C×1;U+B4F1×1;U+B514×1;U+B8E8×1;U+BA85×1;U+C2DC×1;U+C815×1;U+C81C×1;U+D1A8×1;U+D2B8×1;U+D488×1
Sheet1,352,세부인정기준 및 방법,"1. 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 허가사항의 범위(용법·용량)를 초과하여 척수수막류 (지방종)에 의한 배뇨장애에도 요양급여를 인정함. (고시 제2013-127호, '13.9.1.)",69,U+00B7×1;U+AC00×2;U+ACE0×1;U+ACFC×1;U+AE09×2;U+B0B4×1;U+B1E8×1;U+B3C4×1;U+B7C9×1;U+B85C×1;U+B958×1;U+B97C×2;U+B9C9×1;U+BC29×1;U+BC30×1;U+BC94×2;U+BC95×1;U+C0AC×2;U+C11C×1;U+C218×2;U+C2DC×2;U+C560×1;U+C591×2;U+C5D0×3;U+C5EC×4;U+C694×2;U+C6A9×2;U+C6D0×1;U+C704×2;U+C73C×1;U+C744×1;U+C758×2;U+C778×1;U+C7A5×1;U+C815×1;U+C81C×1;U+C885×1;U+C9C0×1;U+CC99×1;U+CD08×1;U+CE59×1;U+D22C×1;U+D558×1;U+D55C×1;U+D568×3;U+D56D×2;U+D5C8×2;U+D638×1
Sheet1,353,약제분류명,외피용살균소독제,8,U+ADE0×1;U+B3C5×1;U+C0B4×1;U+C18C×1;U+C678×1;U+C6A9×1;U+C81C×1;U+D53C×1
Sheet1,353,구분,Povidone iodine 외용제 (품명 : 포타딘연고 등),11,U+ACE0×1;U+B4F1×1;U+B518×1;U+BA85×1;U+C5F0×1;U+C678×1;U+C6A9×1;U+C81C×1;U+D0C0×1;U+D3EC×1;U+D488×1
Sheet1,353,세부인정기준 및 방법,"화상처치시 살균 등의 치료목적에 다량 사용시는 별도 산정 가능함. (고시 제2011-163호, '12.1. 1 )",31,U+AC00×1;U+ACE0×1;U+ADE0×1;U+B294×1;U+B2A5×1;U+B2E4×1;U+B3C4×1;U+B4F1×1;U+B7C9×1;U+B8CC×1;U+BAA9×1;U+BCC4×1;U+C0AC×1;U+C0B0×1;U+C0B4×1;U+C0C1×1;U+C2DC×3;U+C5D0×1;U+C6A9×1;U+C758×1;U+C801×1;U+C815×1;U+C81C×1;U+CC98×1;U+CE58×2;U+D568×1;U+D638×1;U+D654×1
Sheet1,354,약제분류명,화농성질환용제,7,U+B18D×1;U+C131×1;U+C6A9×1;U+C81C×1;U+C9C8×1;U+D654×1;U+D658×1
Sheet1,354,구분,Mafenide acetate 외용제 (품명 : 메페드크림 등),11,U+B4DC×1;U+B4F1×1;U+B9BC×1;U+BA54×1;U+BA85×1;U+C678×1;U+C6A9×1;U+C81C×1;U+D06C×1;U+D398×1;U+D488×1
Sheet1,354,세부인정기준 및 방법,"허가사항 범위 내에서 세균감염이 심한 3° 화상에서 안면, 수부, 관절부위에 3주 이내 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. (고시 제2017-193호, '17.11.1.)",71,U+00B0×1;U+AC00×2;U+AC10×1;U+AC12×1;U+ACE0×1;U+AD00×1;U+ADE0×1;U+AE09×1;U+AE30×1;U+B0B4×2;U+B294×1;U+B2F4×1;U+B3D9×1;U+B85D×1;U+B97C×1;U+BA70×1;U+BA74×1;U+BC94×1;U+BD80×3;U+C0AC×1;U+C0C1×1;U+C11C×2;U+C138×1;U+C218×1;U+C2DC×2;U+C2EC×1;U+C548×1;U+C561×1;U+C57D×1;U+C591×1;U+C5D0×4;U+C5EC×2;U+C5FC×1;U+C678×1;U+C694×1;U+C704×2;U+C744×1;U+C774×3;U+C778×2;U+C790×1;U+C804×1;U+C808×1;U+C815×2;U+C81C×1;U+C8FC×1;U+C900×1;U+D1A0×1;U+D22C×1;U+D558×1;U+D55C×1;U+D568×1;U+D56D×1;U+D5C8×1;U+D638×1;U+D654×1;U+D658×1
Sheet1,355,약제분류명,화농성질환용제,7,U+B18D×1;U+C131×1;U+C6A9×1;U+C81C×1;U+C9C8×1;U+D654×1;U+D658×1
Sheet1,355,구분,Recombinant human epidermal growth factor 500mcg (6x105 IU) 외용제 (품명 : 이지에프외용액 0.005%),12,U+BA85×1;U+C561×1;U+C5D0×1;U+C678×2;U+C6A9×2;U+C774×1;U+C81C×1;U+C9C0×1;U+D488×1;U+D504×1
Sheet1,355,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여 함을 원칙으로 하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함 - 아 래 - 가. 인정용량은 6주에 20ml로 하고, 6주 치료 후 당뇨병 성 족부궤양의 크기가 40% 정도 감소된 경우에 한하여 계속 투여를 인정함. 나. 인정기간은 최대 12주까지 인정함. (고시 제2018-253호, '18.12.1.)",121,U+AC00×4;U+AC04×1;U+AC10×1;U+AC12×1;U+AC19×1;U+ACBD×1;U+ACC4×1;U+ACE0×2;U+ADA4×1;U+AE09×1;U+AE30×4;U+AE4C×1;U+B098×1;U+B0B4×1;U+B1E8×1;U+B294×1;U+B2F4×1;U+B2F9×1;U+B300×1;U+B3C4×1;U+B3D9×1;U+B41C×1;U+B798×2;U+B7C9×1;U+B85C×3;U+B85D×1;U+B8CC×1;U+B97C×1;U+BA70×1;U+BC94×1;U+BCD1×1;U+BD80×2;U+C0AC×1;U+C11C×1;U+C131×1;U+C18C×1;U+C18D×1;U+C2DC×2;U+C544×2;U+C561×1;U+C57D×1;U+C591×2;U+C5D0×4;U+C5EC×4;U+C640×1;U+C678×1;U+C694×1;U+C6A9×1;U+C6B0×1;U+C6D0×1;U+C704×1;U+C73C×2;U+C740×3;U+C744×2;U+C758×1;U+C774×1;U+C778×5;U+C790×1;U+C804×1;U+C815×6;U+C81C×1;U+C871×1;U+C8FC×3;U+C900×2;U+C9C0×1;U+CD5C×1;U+CE58×1;U+CE59×1;U+D06C×1;U+D1A0×1;U+D22C×2;U+D558×3;U+D55C×1;U+D568×4;U+D56D×1;U+D5C8×1;U+D638×1;U+D658×1;U+D6C4×1
Sheet1,356,약제분류명,"진통, 진양, 수렴, 소염제",9,U+B834×1;U+C18C×1;U+C218×1;U+C591×1;U+C5FC×1;U+C81C×1;U+C9C4×2;U+D1B5×1
Sheet1,356,구분,진통·진양·수렴·소염 외용제,14,U+00B7×3;U+B834×1;U+C18C×1;U+C218×1;U+C591×1;U+C5FC×1;U+C678×1;U+C6A9×1;U+C81C×1;U+C9C4×2;U+D1B5×1
Sheet1,356,세부인정기준 및 방법,"진통·진양·수렴·소염 목적으로 사용하는 외용약제는 각 약제의 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 경구투여가 불가능한 경우(부작용 등으로 인하여 비 스테로이드항염제(NSAIDs)의 경구투여가 불가능한 환자임을 입증하는 경우를 포함) 나. 로숀제, 겔제, 크림제를 물리치료 등 원내처치 시 사용한 경우 ※ 외용약제 Diclofenac Diethylammonium, Felbinac, Flurbiprofen, Indomethacin, Ketoprofen(f.), Piroxicam, Capsaicin 등을 함유하는 의약품 분류번호 264 진통·진양·수렴·소염제 중 제형이 카타플라스마제, 경 고제, 패취제, 로숀제, 겔제, 크림제를 말함. ※ Capsaicin 외용제는 ""세부사항"" 참조 (고시 제2018-253호, '18.12.1.)",233,U+00B7×6;U+203B×2;U+AC00×7;U+AC01×1;U+AC12×1;U+AC19×1;U+AC94×2;U+ACBD×6;U+ACE0×2;U+AD6C×2;U+AE09×1;U+AE30×2;U+B098×1;U+B0B4×2;U+B294×6;U+B2A5×2;U+B2F4×1;U+B3D9×1;U+B4DC×1;U+B4F1×3;U+B77C×1;U+B798×2;U+B834×2;U+B85C×6;U+B85D×1;U+B8CC×1;U+B958×1;U+B97C×4;U+B9AC×1;U+B9BC×2;U+B9C8×1;U+B9D0×1;U+BA70×1;U+BAA9×1;U+BB3C×1;U+BC88×1;U+BC94×1;U+BD80×3;U+BD84×1;U+BD88×2;U+BE44×1;U+C0AC×4;U+C11C×1;U+C138×1;U+C18C×2;U+C200×2;U+C218×2;U+C2A4×2;U+C2DC×3;U+C544×2;U+C561×1;U+C57D×5;U+C591×3;U+C5D0×2;U+C5EC×5;U+C5FC×3;U+C640×1;U+C678×4;U+C694×1;U+C6A9×6;U+C6B0×3;U+C6D0×1;U+C704×1;U+C720×1;U+C73C×3;U+C740×1;U+C744×3;U+C758×3;U+C774×3;U+C778×3;U+C784×1;U+C785×1;U+C790×2;U+C791×1;U+C801×1;U+C804×1;U+C815×2;U+C81C×17;U+C870×1;U+C900×2;U+C911×1;U+C99D×1;U+C9C4×4;U+CC38×1;U+CC98×1;U+CDE8×1;U+CE58×2;U+CE74×1;U+D06C×2;U+D0C0×1;U+D14C×1;U+D1A0×1;U+D1B5×2;U+D22C×3;U+D328×1;U+D3EC×1;U+D488×1;U+D50C×1;U+D558×5;U+D55C×3;U+D568×4;U+D56D×3;U+D5C8×1;U+D615×1;U+D638×2;U+D658×2
Sheet1,357,약제분류명,"진통, 진양, 수렴, 소염제",9,U+B834×1;U+C18C×1;U+C218×1;U+C591×1;U+C5FC×1;U+C81C×1;U+C9C4×2;U+D1B5×1
Sheet1,357,구분,코르티코스테로이드 피부 도포제,14,U+B3C4×1;U+B4DC×1;U+B85C×1;U+B974×1;U+BD80×1;U+C2A4×1;U+C774×1;U+C81C×1;U+CF54×2;U+D14C×1;U+D2F0×1;U+D3EC×1;U+D53C×1
Sheet1,357,세부인정기준 및 방법,"1. 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 허가사항 범위를 초과하여 성인 및 소아의 백반증에 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - 가. 투여부위 : 얼굴, 목, 손 등 노출부위에 발생한 백반증 나. 투여방법 : 각 약제의 식약처 허가사항(용법·용량)에 따름 (단, 전신흡수를 촉진시킬 수 있는 밀봉요법은 피함)다. 대상약제 : alclometasone dipropionate, amcinonide, betamethasone valerate, budesonide, clobetasol propionate, clobetasone butyrate, desonide, desoxymethasone, dexamethasone propionate, diflorasone diacetate, diflucortolone valerate, diflupredinate, fluocinonide, fluticasone propionate, halcinonide, hydrocortisone, hydrocortisone acetate, hydrocortisone butyrate, hydrocortisone valerate, methylprednisolone aceponate, mometasone furoate, prednicarbate, prednisolone valeroacetate, triamcinolone acetonide 성분의 액제, 크림제, 연고 제, 로션제, 겔제인 코르티코스테로이드 피부 도포제 - 단, 점막 부위 투여를 위한 제형의 약제(안연고, 구강용 연고 등)와 코르티코스테로이드 성분 외의 성분 (예: gentamicin sulfate, isoconazole nitrate 등)과의 복합제는 제외함. ※ 각 약제의 허가사항 중 '용법·용량'(연속 투여 가능 기간 및 기간 당 사용 가능한 약제의 총량)과 '사용상 주의사항'('1.다음 환자(부위)에는 투여하지 말 것 항 및 '이상 반응' 항 등)을 반드시 참고하여 투여토록 함. (고시 제2019-57호, '19.4.1.)",302,U+00B7×2;U+203B×1;U+AC00×7;U+AC01×2;U+AC04×2;U+AC15×1;U+AC19×1;U+AC83×1;U+AC94×1;U+ACE0×5;U+ACFC×3;U+AD6C×1;U+AD74×1;U+AE09×2;U+AE30×3;U+B098×1;U+B0B4×1;U+B178×1;U+B294×3;U+B2A5×2;U+B2E4×2;U+B2E8×2;U+B2F9×1;U+B300×1;U+B3C4×1;U+B4DC×3;U+B4F1×4;U+B530×1;U+B798×2;U+B7C9×3;U+B85C×5;U+B85D×1;U+B974×2;U+B97C×4;U+B984×1;U+B9BC×1;U+B9C9×1;U+B9D0×1;U+BAA9×1;U+BC00×1;U+BC0F×3;U+BC18×4;U+BC1C×1;U+BC29×1;U+BC31×2;U+BC94×2;U+BC95×4;U+BCF5×1;U+BD09×1;U+BD80×5;U+BD84×3;U+C0AC×7;U+C0C1×3;U+C0DD×1;U+C11C×1;U+C131×4;U+C158×1;U+C18C×1;U+C18D×1;U+C190×1;U+C218×2;U+C2A4×2;U+C2DC×5;U+C2DD×1;U+C2E0×1;U+C544×3;U+C548×1;U+C561×1;U+C57D×6;U+C591×2;U+C5BC×1;U+C5D0×5;U+C5EC×12;U+C5F0×4;U+C608×1;U+C640×2;U+C678×2;U+C694×3;U+C6A9×7;U+C6D0×1;U+C704×7;U+C73C×2;U+C740×2;U+C744×2;U+C74C×1;U+C751×1;U+C758×9;U+C774×3;U+C778×3;U+C788×1;U+C790×1;U+C804×1;U+C810×1;U+C815×1;U+C81C×15;U+C8FC×1;U+C900×1;U+C911×1;U+C99D×2;U+C9C0×1;U+C9C4×1;U+CC38×1;U+CC98×1;U+CD08×1;U+CD09×1;U+CD1D×1;U+CD9C×1;U+CE59×1;U+CF54×4;U+D06C×1;U+D0AC×1;U+D14C×2;U+D1A0×1;U+D22C×8;U+D2F0×2;U+D3EC×1;U+D53C×2;U+D558×3;U+D55C×3;U+D568×6;U+D569×1;U+D56D×7;U+D5C8×4;U+D615×1;U+D638×1;U+D658×1;U+D761×1
Sheet1,358,약제분류명,"진통, 진양, 수렴, 소염제",9,U+B834×1;U+C18C×1;U+C218×1;U+C591×1;U+C5FC×1;U+C81C×1;U+C9C4×2;U+D1B5×1
Sheet1,358,구분,Ammonium lactate 외용제 (품명 : 타로암모늄락테이트로션 12% 등),17,U+B284×1;U+B4F1×1;U+B77D×1;U+B85C×2;U+BA85×1;U+BAA8×1;U+C158×1;U+C554×1;U+C678×1;U+C6A9×1;U+C774×1;U+C81C×1;U+D0C0×1;U+D14C×1;U+D2B8×1;U+D488×1
Sheet1,358,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담하도록 함. - 아 래 - ○ 심상성어린선 (고시 제2019-210호, '19.10.1.)",66,U+25CB×1;U+AC00×2;U+AC12×1;U+AC19×1;U+ACE0×1;U+AE09×1;U+AE30×2;U+B0B4×1;U+B294×1;U+B2F4×1;U+B3C4×1;U+B3D9×1;U+B798×2;U+B85C×1;U+B85D×1;U+B97C×1;U+B9B0×1;U+BA70×1;U+BC94×1;U+BD80×1;U+C0AC×1;U+C0C1×1;U+C11C×1;U+C120×1;U+C131×1;U+C2DC×2;U+C2EC×1;U+C544×2;U+C561×1;U+C57D×1;U+C591×1;U+C5B4×1;U+C5D0×2;U+C5EC×2;U+C640×1;U+C678×1;U+C694×1;U+C704×1;U+C73C×1;U+C740×1;U+C744×1;U+C774×1;U+C778×2;U+C790×1;U+C804×1;U+C815×2;U+C81C×1;U+C900×2;U+D22C×1;U+D558×2;U+D568×1;U+D56D×1;U+D5C8×1;U+D638×1;U+D658×1
Sheet1,359,약제분류명,"진통, 진양, 수렴, 소염제",9,U+B834×1;U+C18C×1;U+C218×1;U+C591×1;U+C5FC×1;U+C81C×1;U+C9C4×2;U+D1B5×1
Sheet1,359,구분,"Buprenorphine 패취제 (품명 : 노스판패취 5�g, 10�g, 20�g)",13,U+B178×1;U+BA85×1;U+C2A4×1;U+C81C×1;U+CDE8×2;U+D310×1;U+D328×2;U+D488×1;U+FFFD×3
Sheet1,359,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정함. - 아 래 - ○ 비암성통증(골관절염, 만성하부요통) 가) 비스테로이드항염제(NSAIDs)의 환자별 최대용량 에도 반응하지 않아 마약성 진통제를 필요로 하는 심한 통증에 7일당 20�g/h까지 인정함 나) 1회 처방당 최대 30일까지 인정함. (고시 제2017-193호, '17.11.1.)",115,U+25CB×1;U+AC00×2;U+AC19×1;U+ACE0×1;U+ACE8×1;U+AD00×1;U+AE09×1;U+AE30×1;U+AE4C×2;U+B098×1;U+B0B4×1;U+B294×1;U+B2F9×2;U+B300×2;U+B3C4×1;U+B4DC×1;U+B798×2;U+B7C9×1;U+B85C×3;U+B97C×2;U+B9C8×1;U+B9CC×1;U+BC18×1;U+BC29×1;U+BC94×1;U+BCC4×1;U+BD80×1;U+BE44×2;U+C0AC×1;U+C11C×1;U+C131×3;U+C2A4×1;U+C2DC×2;U+C2EC×1;U+C544×3;U+C54A×1;U+C554×1;U+C57D×1;U+C591×1;U+C5D0×3;U+C5EC×2;U+C5FC×2;U+C640×1;U+C694×3;U+C6A9×1;U+C704×1;U+C73C×1;U+C740×1;U+C751×1;U+C758×1;U+C774×1;U+C778×3;U+C77C×2;U+C790×1;U+C808×1;U+C815×3;U+C81C×3;U+C900×1;U+C99D×2;U+C9C0×3;U+C9C4×1;U+CC98×1;U+CD5C×2;U+D14C×1;U+D1B5×4;U+D22C×1;U+D544×1;U+D558×3;U+D55C×1;U+D568×3;U+D56D×2;U+D5C8×1;U+D638×1;U+D658×1;U+D68C×1;U+FFFD×1
Sheet1,360,약제분류명,"진통, 진양, 수렴, 소염제",9,U+B834×1;U+C18C×1;U+C218×1;U+C591×1;U+C5FC×1;U+C81C×1;U+C9C4×2;U+D1B5×1
Sheet1,360,구분,Capsaicin 외용제 (품명 : 다이악센크림 등),12,U+B2E4×1;U+B4F1×1;U+B9BC×1;U+BA85×1;U+C13C×1;U+C545×1;U+C678×1;U+C6A9×1;U+C774×1;U+C81C×1;U+D06C×1;U+D488×1
Sheet1,360,세부인정기준 및 방법,"1. 허가사항 중 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 기준이외의 허가사항에는 '진통·진양· 수렴·소염 외용제'의 요양급여기준에 따라 인정함. - 아 래 - 가. 당뇨병성 신경증 나. 대상포진에 의한 신경통 다. 류마치스성 관절염 2. 의료급여는 의료급여법 시행규칙 별표 1의2 제1호 바목에 따른 '진통·진양·수렴·소염제인 외용제제'에 따라 인정함. (고시 제2013-127호, '13.9.1.)",146,U+00B7×6;U+AC00×3;U+AC19×1;U+ACBD×2;U+ACE0×1;U+AD00×1;U+ADDC×1;U+AE09×4;U+AE30×3;U+B098×1;U+B1E8×1;U+B294×2;U+B2E4×1;U+B2F9×1;U+B300×1;U+B3D9×1;U+B530×3;U+B77C×2;U+B798×2;U+B834×2;U+B85C×1;U+B8CC×2;U+B958×1;U+B978×1;U+B97C×1;U+B9C8×1;U+BA70×1;U+BAA9×1;U+BC14×1;U+BC95×1;U+BCC4×1;U+BCD1×1;U+C0AC×2;U+C0C1×1;U+C131×2;U+C18C×2;U+C218×2;U+C2A4×1;U+C2DC×3;U+C2E0×2;U+C544×2;U+C591×4;U+C5D0×5;U+C5EC×5;U+C5FC×3;U+C640×1;U+C678×3;U+C694×2;U+C6A9×2;U+C73C×1;U+C740×1;U+C758×6;U+C774×1;U+C778×4;U+C808×1;U+C815×3;U+C81C×6;U+C900×3;U+C911×1;U+C99D×1;U+C9C4×5;U+CE58×1;U+CE59×1;U+D1B5×3;U+D22C×1;U+D3EC×1;U+D45C×1;U+D558×1;U+D55C×1;U+D568×2;U+D56D×2;U+D589×1;U+D5C8×2;U+D638×2
Sheet1,361,약제분류명,"진통, 진양, 수렴, 소염제",9,U+B834×1;U+C18C×1;U+C218×1;U+C591×1;U+C5FC×1;U+C81C×1;U+C9C4×2;U+D1B5×1
Sheet1,361,구분,Lidocaine 패취제 (품명 : 리도탑 카타플라스마 등),15,U+B3C4×1;U+B4F1×1;U+B77C×1;U+B9AC×1;U+B9C8×1;U+BA85×1;U+C2A4×1;U+C81C×1;U+CDE8×1;U+CE74×1;U+D0C0×1;U+D0D1×1;U+D328×1;U+D488×1;U+D50C×1
Sheet1,361,세부인정기준 및 방법,"대상포진 후 신경통(Post-herpetic neuralgia)에는 허가 사항 범위 내에서 투여 시 요양급여를 인정하며, Gabapentin 경구제(품명 : 뉴론틴캡슐 등) 또는 Pregabalin 경구제 (품명 : 리리카캡슐 등)와 병용투여 시 아래와 같이 요양 급여를 인정함. - 아 래 -병용 약제 중 투약비용이 저렴한 약제의 약값 전액을 환자가 부담토록 함. ○ 단, 2~4주 치료 후에도 증세의 호전이 없어 병용투여시 에는 요양급여를 인정함. (고시 제2016-31호, '16.3.1.)",140,U+25CB×1;U+AC00×2;U+AC12×1;U+AC19×1;U+ACBD×3;U+ACE0×1;U+AD6C×2;U+AE09×3;U+B0B4×1;U+B274×1;U+B294×3;U+B2E8×1;U+B2F4×1;U+B300×1;U+B3C4×1;U+B4F1×2;U+B610×1;U+B798×2;U+B834×1;U+B85D×1;U+B860×1;U+B8CC×1;U+B97C×3;U+B9AC×2;U+BA70×1;U+BA85×2;U+BC94×1;U+BCD1×3;U+BD80×1;U+BE44×1;U+C0AC×1;U+C0C1×1;U+C11C×1;U+C138×1;U+C290×2;U+C2DC×4;U+C2E0×1;U+C544×2;U+C561×1;U+C57D×4;U+C591×3;U+C5B4×1;U+C5C6×1;U+C5D0×4;U+C5EC×6;U+C640×2;U+C694×3;U+C6A9×4;U+C704×1;U+C744×1;U+C758×2;U+C774×3;U+C778×3;U+C790×1;U+C800×1;U+C804×2;U+C815×3;U+C81C×5;U+C8FC×1;U+C911×1;U+C99D×1;U+C9C4×1;U+CE58×1;U+CE74×1;U+CEA1×2;U+D1A0×1;U+D1B5×1;U+D22C×4;U+D2F4×1;U+D3EC×1;U+D488×2;U+D558×1;U+D55C×1;U+D568×3;U+D56D×1;U+D5C8×1;U+D638×2;U+D658×1;U+D6C4×2
Sheet1,362,약제분류명,기생성 피부질환용제,9,U+AE30×1;U+BD80×1;U+C0DD×1;U+C131×1;U+C6A9×1;U+C81C×1;U+C9C8×1;U+D53C×1;U+D658×1
Sheet1,362,구분,Fluconazole 외용제 (품명 : 후코날크림 0.5%),10,U+B0A0×1;U+B9BC×1;U+BA85×1;U+C678×1;U+C6A9×1;U+C81C×1;U+CF54×1;U+D06C×1;U+D488×1;U+D6C4×1
